ID,orthography,apaunicode,straight,root,parse,definition,note
225,ts’ul’ets’wi’,c̓əl̓ecw̓iʔ,ç;¬ecΣi÷,√ts’e’wi’,√ts’e’wi’=DIM=PL,dishes DIM,
226,ts’uli’ts’uts’e’wi’,c̓əliʔc̓əc̓ew̓iʔ,ç;li÷ç;çeΣi÷,√ts’e’wi’,√ts’e’wi’=DIM=DIM=PL,"dishes: little dishes, (individual containers, clam shells)",
227,ts’e’wi’tun,c̓ew̓iʔtən,çeΣi÷t;n,√ts’e’wi’,√ts’e’wi’=ten,"dish (large dish), placename at Quamichan",
228,ts’ets’wi’tun’,c̓ecw̓iʔtən̓,çecΣi÷t;∫,√ts’e’wi’,√ts’e’wi’=ten=DIM,"dish (little dish), placename at Quamichan",
229,ts’e’wi’uxun’,c̓ew̓iʔəx̌ən̓,çeΣi÷;≈;∫,√ts’e’wi’,√ts’e’wi’=uxun,"scoter: American scoter, black scoter, surf scoter",
230,ts’e’wi’ten,c̓ew̓iʔten,çeΣi÷ten,√ts’e’wi’,√ts’e’wi’=tun,"platter, big dish; place name at Quamichan",
231,sts’ets’uhw,sc̓ec̓əxʷ,sçeç;xø,√ts’ehw,s=√ts’ehw=STA,quiet (keep quiet),
232,ts’ehwul’,c̓exʷəl̓,çexø;¬,√ts’ehw,√ts’ehw=il,"quiet, be quiet, getting quiet",
233,ts’hwul’aythun,c̓xʷəl̓ayθən,çxø;¬ayƒ;n,√ts’ehw,√ts’ehw=il=ay=thin,shut up,
234,ts’e’,c̓eʔ,çe÷,√ts’e’,√ts’e’,on (come to be on top of),The root in isolation is rare.
235,ts’e’ts’e’,c̓eʔc̓eʔ,çe÷çe÷,√ts’e’,√ts’e’=RDP,heavy,
236,sts’uts’e’,sc̓əc̓eʔ,sç;çe÷,√ts’e’,s=√ts’e’=STA,on (be on something),
237,sts’i’ts’uts’e’,sc̓iʔc̓əc̓eʔ,sçi÷ç;çe÷,√ts’e’,s=√ts’e’=DIM=STA,on top of DIM,
238,sts’uli’ts’uts’e’,sc̓əliʔc̓əc̓eʔ,sç;li÷ç;çe÷,√ts’e’,s=√ts’e’=DIM=PL=STA,on top of DIM PL,Also pronounced sts'uli'ts'uts'e'.
239,hwu sts’uts’e’,xʷə sc̓əc̓eʔ,xø; sç;çe÷,√ts’e’,hwu s=√ts’e’=STA,on top of (come to be),
240,ts’e’t,c̓eʔt,çe÷t,√ts’e’,√ts’e’=t,on: put it on top of,
241,ts’uts’e’t,c̓əc̓eʔt,ç;çe÷t,√ts’e’,√ts’e’=t=PROG,on: putting it on something,
242,ts’i’ts’uts’e’t,c̓iʔc̓əc̓eʔt,çi÷ç;çe÷t,√ts’e’,√ts’e’=t=DIM=PROG,on: putting it on top DIM,
243,yu sts’uts’e’stuhw,yə sc̓əc̓eʔstəxʷ,y; sç;çe÷st;xø,√ts’e’,yu s=√ts’e’=stuhw=STA,on: holding it on top,
244,ts’e’tum,c̓eʔtəm,çe÷t;m,√ts’e’,√ts’e’=t=m,on: put on PASS,
245,ts’e’els,c̓eʔels,çe÷els,√ts’e’,√ts’e’=els,on: put on (shelf),
246,shts’unets,šc̓ənec,ßç;nec,√ts’e’,s=hw=√ts’e’=nets,seated,
247,shts’uli’ts’unets,šc̓əliʔc̓ənec,ßç;li÷ç;nec,√ts’e’,s=hw=√ts’e’=nets=DIM=PL=STA,seated (a lot of little people seated) DIM PL,
248,hwts’e’nutst,xʷc̓en̓əct,xøçe∫;ct,√ts’e’,hw=√ts’e’=nets=t,seat someone,
249,shts’unetsstuhw,šc̓ənecstəxʷ,ßç;necst;xø,√ts’e’,s=hw=√ts’e’=nets=stuhw=STA,seat: leave someone seated,
250,shts’unetsstum’,šc̓ənecstəm̓,ßç;necst;µ,√ts’e’,s=hw=√ts’e’=nets=stuhw=m=STA,seat: leave someone seated PASS,See also shts'unash atsstum'.
251,shts’unatsstum’,šc̓ənacstəm̓,ßç;nacst;µ,√ts’e’,s=hw=√ts’e’=nets=stuhw=m=STA,seat: leave someone seated PASS,See also shts'unetsstum'.
252,hwts’e’nutsum,xʷc̓en̓əcəm,xøçe∫;c;m,√ts’e’,hw=√ts’e’=nets=m,sit on something,
253,shts’e’nutstun,šc̓en̓əctən,ßçe∫;ct;n,√ts’e’,shhw=hw=√ts’e’=nets=ten,chair,
254,shts’its’nutstun’,šc̓icn̓əctən̓,ßçic∫;ct;∫,√ts’e’,shhw=hw=√ts’e’=nets=ten=DIM,chair DIM,
255,shts’ul’i’ts’nutstun’,šc̓əl̓iʔcn̓əctən̓,ßç;¬i÷c∫;ct;∫,√ts’e’,shhw=hw=√ts’e’=nets=ten=DIM=PL,chairs DIM (little chairs),
256,sts’ushin’,sc̓əšin̓,sç;ßi∫,√ts’e’,s=√ts’e’=shen=STA,"standing on, have a foot on",
257,sts’uts’e’shun’,sc̓əc̓eʔšən̓,sç;çe÷ß;∫,√ts’e’,s=√ts’e’=shen=STA,"standing on, have a foot on",
258,hwu sts’ushin’,xʷə sc̓əšin̓,xø; sç;ßi∫,√ts’e’,hwu s=√ts’e’=shen=STA,standing on top (come to be),
259,sts’e’shun,sc̓eʔšən,sçe÷ß;n,√ts’e’,s=√ts’e’=shen,rapids,
260,ts’ushunum,c̓əšənəm,ç;ß;n;m,√ts’e’,√ts’e’=shen=m,step up onto,
261,ts’e’shunum’,c̓eʔšənəm̓,çe÷ß;n;µ,√ts’e’,√ts’e’=shen=m=PROG,stepping up onto,
262,ts’u,c̓ə,ç;,√ts’u,√ts’u,confirmative particle,PRT2. Indicates that the information was reported to the speaker. Sometimes translated as ‘it is said’. A particle following the first word of the sentence or phrase and following subject particles.
263,ts’uw’,c̓əw̓,ç;Σ,√ts’u,√ts’u=’uw’,evidential,PRT. A contraction of ts'u + 'uw'.
264,shts’ulehwum,šc̓əlexʷəm,ßç;lexø;m,√ts’uluhw,shhw=√ts’uluhw=m,dancer (ceremonial dancer),
265,shts’uluhwus,šc̓ələxʷəs,ßç;l;xø;s,√ts’uluhw,shhw=√ts’uluhw=as,mask,
266,shts’ul-hwiwun,šc̓əl-xʷiwən,ßç;l-xøiw;n,√ts’uluhw,shhw=√ts’uluhw=iwun,insides of,
267,ts’umiil’,c̓əmi:l̓,ç;mi:¬,√ts’umiil’,√ts’umiil’,thin,
268,ts’ulumiil’,c̓ələmi:l̓,ç;l;mi:¬,√ts’umiil’,√ts’umiil’=PL,thin PL,
269,ts’uli’ts’umiil’,c̓əliʔc̓əmi:l̓,ç;li÷ç;mi:¬,√ts’umiil’,√ts’umiil’=DIM=PL,thin DIM PL,
270,ts’ule’ts’umiil’,c̓əleʔc̓əmi:l̓,ç;le÷ç;mi:¬,√ts’umiil’,√ts’umiil’=DIM=PL,thin DIM PL,
271,ts’i’ts’umiil’,c̓iʔc̓əmi:l̓,çi÷ç;mi:¬,√ts’umiil’,√ts’umiil’=DIM,thin DIM,Also pronounced ts'i'ts'umiil'.
272,tsts’um’,cc̓əm̓,cç;µ,√ts’um’,ts=√ts’um’,bite: get a bite (fishing),
273,ts’um’ut,c̓əm̓ət,ç;µ;t,√ts’um’,√ts’um’=t,bite: put in mouth,
274,ts’um’nuhw,c̓əmn̓əxʷ,ç;m∫;xø,√ts’um’,√ts’um’=nehw,bite: get it in one's mouth (accidentally),
275,ts’um’et,c̓əm̓et,ç;µet,√ts’um’,√ts’um’=t=DUR,"bite (a hold on), catch it in your teeth",
276,tsts’um’um,cc̓əm̓əm,cç;µ;m,√ts’um’,ts=√ts’um’=m,have fish take the hook,
277,ts’um’utun,c̓əm̓ətən,ç;µ;t;n,√ts’um’,√ts’um’=ten,hook: a special fish hook for fishing that opens out,
278,shts’um’inus,šc̓əm̓inəs,ßç;µin;s,√ts’um’,shhw=√ts’um’=inus,Stz'uminus; village at Kulleet Bay,
279,ts’um’ts’uyii,c̓əm̓c̓əyi:,ç;µç;yi:,√ts’um’,√ts’um’=ayi=RDP,ant,
280,ts’um’ush,c̓əm̓əš,ç;µ;ß,√ts’um’ush,√ts’um’ush,roe: herring roe,
281,ts’um’shaythun,c̓əm̓šayθən,ç;µßayƒ;n,√ts’um’sh,√ts’um’sh=ay=thin,jaw,
282,ts’unum,c̓ənəm,ç;n;m,√ts’unum,√ts’unum,tremble,
283,ts’unum,c̓ənəm,ç;n;m,√ts’unum,√ts’unum=PROG,trembling,
284,sts’uphwun’,sc̓əpxʷən̓,sç;pxø;∫,√ts’uphwun’,s=√ts’uphwun’,wart,
285,tsts’uphwun’,cc̓əpxʷən̓,cç;pxø;∫,√ts’uphwun’,ts=√ts’uphwun’,wart: have a wart,
286,ts’uq’,c̓əq̓,ç;œ,√ts’uq’,√ts’uq’,astonished,
287,ts’uqwula’,c̓əqʷəlaʔ,ç;qø;la÷,√ts’uqwulu’,√ts’uqwulu’,ballgame: name of a traditional ballgame,
288,ts’usqun,c̓əsqən,ç;sq;n,√ts’us,√ts’us=qen,eagle: golden eagle," See also yuxwule', eagle."
289,ts’usqun’,c̓əsqən̓,ç;sq;∫,√ts’us,√ts’us=qen,feather (wing and tail feathers of the eagle),Worn by hunters and dancers.
290,ts’ut’qw’,c̓ət̓q̓ʷ,ç;†œø,√ts’ut’qw’,√ts’ut’qw’,"crumble, break into pieces",
291,sts’at’qw’,sc̓at̓q̓ʷ,sça†œø,√ts’ut’qw’,s=√ts’ut’qw’=STA,ground up,
292,ts’ut’qw’t,c̓ət̓q̓ʷt,ç;†œøt,√ts’ut’qw’,√ts’ut’qw’=t,"grind, pulverize, smash it",
293,ts’at’qw’t,c̓at̓q̓ʷt,ça†œøt,√ts’ut’qw’,√ts’ut’qw’=t=PROG,"grinding it, pulverizing, smashing it",
294,ts’i’ts’at’qw’t,c̓iʔc̓at̓q̓ʷt,çi÷ça†œøt,√ts’ut’qw’,√ts’ut’qw’=t=DIM=PROG,grinding it DIM; breaking it to bits DIM,
295,ts’uli’ts’at’qw’t,c̓əliʔc̓at̓q̓ʷt,ç;li÷ça†œøt,√ts’ut’qw’,√ts’ut’qw’=t=DIM=PL=PROG,grinding them DIM,
296,ts’ut’qw’els,c̓ət̓q̓ʷels,ç;†œøels,√ts’ut’qw’,√ts’ut’qw’=els,grind up,
297,ts’at’uqw’ul,c̓at̓əq̓ʷəl,ça†;œø;l,√ts’ut’qw’,√ts’ut’qw’=il,"crumble, fall to pieces",See also ts'at'uqw'um.
298,ts’at’uqw’um,c̓at̓əq̓ʷəm,ça†;œø;m,√ts’ut’qw’,√ts’ut’qw’=m,"crumble, fall to pieces",See also ts'at'uqw'ul.
299,ts’at’qw’ul’s,c̓at̓q̓ʷəl̓s,ça†œø;¬s,√ts’ut’qw’,√ts’ut’qw’=els=PROG,grinding something up,
300,ts’at’uqw’ul’,c̓at̓əq̓ʷəl̓,ça†;œø;¬,√ts’ut’qw’,√ts’ut’qw’=il=PROG,falling apart (from cooking),
301,shts’at’qw’ul’s,šc̓at̓q̓ʷəl̓s,ßça†œø;¬s,√ts’ut’qw’,shhw=√ts’ut’qw’=els=PROG,grinder,
302,ts’ut’qw’mun,c̓ət̓qʷm̓ən,ç;†qøµ;n,√ts’ut’qw’,√ts’ut’qw’=min,"droppings from the table, bits",
303,ts’uwxilum,c̓əwx̌iləm,ç;w≈il;m,√ts’uwxilum,√ts’uwxilum,Tzouhalem: the mountain and the name of the man,
304,ts’uhwle’,c̓əxʷleʔ,ç;xøle÷,√ts’uhwle’,√ts’uhwle’,sometimes,
305,ts’uy’hw,c̓əy̓xʷ,ç;¥xø,√ts’uy’hw,√ts’uy’hw,dry: get dry,
306,sts’uy’hw,sc̓əy̓xʷ,sç;¥xø,√ts’uy’hw,s=√ts’uy’hw,dried smoked salmon,
307,sts’uy’hw,sc̓əy̓xʷ,sç;¥xø,√ts’uy’hw,s=√ts’uy’hw,dry (food); dried food,
308,ts’i’ts’ey’hwt,c̓iʔc̓ey̓xʷt,çi÷çe¥xøt,√ts’uy’hw,√ts’uy’hw=DIM=PROG,drying it DIM,
309,sts’ey’hw,sc̓ey̓xʷ,sçe¥xø,√ts’uy’hw,s=√ts’uy’hw=STA,dry,
310,sts’uy’ts’ey’hw,sc̓əy̓c̓ey̓xʷ,sç;¥çe¥xø,√ts’uy’hw,s=√ts’uy’hw=STA=PL,"dry, PL",
311,ts’uy’hwt,c̓əy̓xʷt,ç;¥xøt,√ts’uy’hw,√ts’uy’hw=t,dry it,
312,ts’ey’hwt,c̓ey̓xʷt,çe¥xøt,√ts’uy’hw,√ts’uy’hw=t=PROG,drying it,
313,ts’uli’ts’ey’hwt,c̓əliʔc̓ey̓xʷt,ç;li÷çe¥xøt,√ts’uy’hw,√ts’uy’hw=t=DIM=PL=PROG,drying them DIM,
314,ts’uy’hwtum,c̓əy̓xʷtəm,ç;¥xøt;m,√ts’uy’hw,√ts’uy’hw=t=m,dry something,
315,ts’uy’hwthaam,c̓əy̓xʷθa:m,ç;¥xøƒa:m,√ts’uy’hw,√ts’uy’hw=t=saam,dry: you are dry,
316,ts’uy’hwels,c̓əy̓xʷels,ç;¥xøels,√ts’uy’hw,√ts’uy’hw=els,dry something; weather dries out,
317,ts’eyuhwum,c̓eyəxʷəm,çey;xø;m,√ts’uy’hw,√ts’uy’hw=m,dry: get dry (weather),
318,ts’ey’hwul’s,c̓ey̓xʷəl̓s,çe¥xø;¬s,√ts’uy’hw,√ts’uy’hw=els=PROG,drying it,
319,ts’i’ts’ey’hwul’s,c̓iʔc̓ey̓xʷəl̓s,çi÷çe¥xø;¬s,√ts’uy’hw,√ts’uy’hw=els=DIM=PROG,drying something DIM,
320,ts’ey’hwum’,c̓ey̓xʷəm̓,çe¥xø;µ,√ts’uy’hw,√ts’uy’hw=m=PROG,dry: getting dry (weather),
321,ts’uyts’eyuhwum,c̓əyc̓eyəxʷəm,ç;yçey;xø;m,√ts’uy’hw,√ts’uy’hw=m=PL,dry: get dry (weather) PL,
322,ts’uy’hwule’tst,c̓əy̓xʷəleʔct,ç;¥xø;le÷ct,√ts’uy’hw,√ts’uy’hw=ule’ts=t,"dry a bundle, bales of hay",
323,ts’ey’hwul’utst,c̓ey̓xʷəl̓əct,çe¥xø;¬;ct,√ts’uy’hw,√ts’uy’hw=ule’ts=t=PROG,drying it (bales of hay),
324,ts’uy’hwe’le’tsels,c̓əy̓xʷel̓eʔcels,ç;¥xøe¬e÷cels,√ts’uy’hw,√ts’uy’hw=ule’ts=els,dry bundles,
325,ts’uy’hwul’muhw,c̓əy̓xʷəlm̓əxʷ,ç;¥xø;lµ;xø,√ts’uy’hw,√ts’uy’hw=ul=muhw,dry: breast milk has dried up,
326,ts’uy’hwulhp,c̓əy̓xʷəɫp,ç;¥xø;®p,√ts’uy’hw,√ts’uy’hw=ulhp,dry (of a tree or shrub),
327,ts’ey’hwulhpt,c̓ey̓xʷəɫpt,çe¥xø;®pt,√ts’uy’hw,√ts’uy’hw=ulhp=t=PROG,drying a tree,
328,hwts’uy’hwuqun,xʷc̓əy̓xʷəqən,xøç;¥xø;q;n,√ts’uy’hw,hw=√ts’uy’hw=uqun,thirsty (dry throat),
329,hwts’ey’hwuqun’,xʷc̓ey̓xʷəqən̓,xøçe¥xø;q;∫,√ts’uy’hw,hw=√ts’uy’hw=uqun=PROG,thirsty: being thirsty,
330,ts’uy’hwul’qun,c̓əy̓xʷəl̓qən,ç;¥xø;¬q;n,√ts’uy’hw,√ts’uy’hw=al’=qen,dry wool,
331,ts’ey’hwul’qun’,c̓ey̓xʷəl̓qən̓,çe¥xø;¬q;∫,√ts’uy’hw,√ts’uy’hw=al’=qen=PROG,drying wool,
332,ts’uy’hwul’qut,c̓əy̓xʷəl̓qət,ç;¥xø;¬q;t,√ts’uy’hw,√ts’uy’hw=al’=qen=t,dry it (wool),
333,ts’ey’hwul’qut,c̓ey̓xʷəl̓qət,çe¥xø;¬q;t,√ts’uy’hw,√ts’uy’hw=al’=qen=t=PROG,drying it (wool),
334,ts’iit,c̓i:t,çi:t,√ts’ih,√ts’ih=t,thank; greet,See also ts'i'ut [√ts'i'u].
335,ts’iitalu,c̓i:talə,çi:tal;,√ts’ih,√ts’ih=t=alu,thank you,
336,ts’iitewut,c̓i:tewət,çi:tew;t,√ts’ih,√ts’ih=t=ewut,thank; greet PASS,
337,ts’iitum,c̓i:təm,çi:t;m,√ts’ih,√ts’ih=t=m,thank; greet PASS,
338,ts’uy’ulh,c̓əy̓əɫ,ç;¥;®,√ts’ih,√ts’ih=ulh,thank; express appreciation,
339,ts’ilum,c̓iləm,çil;m,√ts’il,√ts’il=m,"mount, get on (for ex a horse)",
340,ts’u’ilum’,c̓əʔiləm̓,ç;÷il;µ,√ts’il,√ts’il=m=STA,mounted,
341,ts’i’ult,c̓iʔəlt,çi÷;lt,√ts’il,√ts’il’=t,take it away (for ex take the ball from an opponant),
342,ts’e’ts’ulitul’,c̓eʔc̓əlitəl̓,çe÷ç;lit;¬,√ts’il,√ts’il’=tal=DUR,taking it away from each other,
343,ts’ul’amut,c̓əl̓amət,ç;¬am;t,√ts’il,√ts’il’=amut,take away a spouse,
344,ts’imul’,c̓iməl̓,çim;¬,√ts’imul’,√ts’imul’,close: get close,
345,yu ts’its’umul’,yə c̓ic̓əməl̓,y; çiç;m;¬,√ts’imul’,yu √ts’imul’=PROG,close: approaching,
346,ts’imul’nuhw,c̓iməln̓əxʷ,çim;l∫;xø,√ts’imul’,√ts’imul’=nehw,close: get close to (manage to),
347,ts’imuthut,c̓iməθət,çim;ƒ;t,√ts’imul’,√ts’imul’=that,close: get self close,
348,ts’isum,c̓isəm,çis;m,√ts’is,√ts’is=m,grow,
349,ts’uts’i’ts’usum’,c̓əc̓iʔc̓əsəm̓,ç;çi÷ç;s;µ,√ts’is,√ts’is=m=PROG=DIM,growing DIM,
350,yu ts’its’usum’,yə c̓ic̓əsəm̓,y; çiç;s;µ,√ts’is,yu √ts’is=m=PROG,growing,
351,sts’iyayu,sc̓iyayə,sçiyay;,√ts’iyayu,s=√ts’iyayu,twins,
352,ts’i’ut,c̓iʔət,çi÷;t,√ts’i’u,√ts’i’u=t,show gratitude/wave,See also ts'iit [√ts'ih].
353,ts’e’ts’i’ut,c̓eʔc̓iʔət,çe÷çi÷;t,√ts’i’u,√ts’i’u=t=DIM,show gratitude ,
354,ts’i’utham’sh,c̓iʔəθam̓š,çi÷;ƒaµß,√ts’i’u,√ts’i’u=t=sam’sh,"show me gratitude, always waving to me",
355,ts’lh,cl̓h,c¬h,√ts’lh,√ts’lh,"fellow-, co-(prefix)",
356,ts’lha’la’,cl̓hal̓aʔ,c¬ha¬a÷,√ts’lhal’a’,√ts’lhal’a’,birdlice,
357,ts’uqw,c̓əqʷ,ç;qø,√ts’qwa,√ts’qwa,"absorbed, dry",
358,ts’aqwul,c̓aqʷəl,çaqø;l,√ts’qwa,√ts’qwa=il,"absorb, dry",
359,ts’qwilthut,c̓qʷilθət,çqøilƒ;t,√ts’qwa,√ts’qwa=il=that,soak or absorb into the ground,
360,ts’qwulhp,c̓qʷəɫp,çqø;®p,√ts’qwa,√ts’qwa=ulhp,larch (unsure),
361,ts’uqw’,c̓əq̓ʷ,ç;œø,√ts’qw’a,√ts’qw’a,"pierced, shot",
362,ts’uts’uqw’,c̓əc̓əq̓ʷ,ç;ç;œø,√ts’qw’a,√ts’qw’a=PROG,"pierced: getting pierced, shot",
363,sts’uts’aqw’,sc̓əc̓aq̓ʷ,sç;çaœø,√ts’qw’a,s=√ts’qw’a=STA,"pierced, shot",
364,sts’uts’aqw’stuhw,sc̓əc̓aq̓ʷstəxʷ,sç;çaœøst;xø,√ts’qw’a,s=√ts’qw’a=stuhw=STA,"pierced, shot: had it shot",
365,ts’qw’at,c̓q̓ʷat,çœøat,√ts’qw’a,√ts’qw’a=t,"pierce it, poke a needle in",
366,ts’uqw’nehw,c̓əqʷn̓exʷ,ç;qø∫exø,√ts’qw’a,√ts’qw’a=nehw,"shoot, pierce (manage to)",
367,ts’aqw’t,c̓aq̓ʷt,çaœøt,√ts’qw’a,√ts’qw’a=t=PROG,"piercing it, shooting it",
368,ts’aqw’nuhw,c̓aqʷn̓əxʷ,çaqø∫;xø,√ts’qw’a,√ts’qw’a=nehw=PROG,"shooting it, piercing it (managing to, accidentally)",
369,ts’qw’e’um,c̓q̓ʷeʔəm,çœøe÷;m,√ts’qw’a,√ts’qw’a=m,poke through something,
370,shts’aqw’ul’s,šc̓aq̓ʷəl̓s,ßçaœø;¬s,√ts’qw’a,shhw=√ts’qw’a=els=PROG,fork: hay fork,
371,ts’qw’alstun,c̓q̓ʷalstən,çœøalst;n,√ts’qw’a,√ts’qw’a=als=ten,fork: table fork,
372,ts’uqw’um’,c̓əq̓ʷəm̓,ç;œø;µ,√ts’qw’a,√ts’qw’a=m=PROG,poking through something,
373,ts’qw’els,c̓q̓ʷels,çœøels,√ts’qw’a,√ts’qw’a=els,poke through (for ex working on a mat),
374,ts’aqw’ul’s,c̓aq̓ʷəl̓s,çaœø;¬s,√ts’qw’a,√ts’qw’a=els=PROG,poking through (for ex working on a mat),Also ts'uqw'ul's.
375,ts’qw’uthut,c̓q̓ʷəθət,çœø;ƒ;t,√ts’qw’a,√ts’qw’a=that,pierce self,
376,ts’aqw’thut,c̓aq̓ʷθət,çaœøƒ;t,√ts’qw’a,√ts’qw’a=that=PROG,piercing self,
377,ts’qw’e’lhtun,c̓q̓ʷel̓htən,çœøe¬ht;n,√ts’qw’a,√ts’qw’a=e’lh=ten,needle: wooden needle used to lace bullrushes,
378,sts’qw’un’u,sc̓q̓ʷən̓ə,sçœø;∫;,√ts’qw’a,s=√ts’qw’a=un’u,earring,
379,tsts’qw’un’u,cc̓q̓ʷən̓ə,cçœø;∫;,√ts’qw’a,ts=√ts’qw’a=un’u,earring (have an earring),
380,sts’uqw’shen,sc̓əq̓ʷšen,sç;œøßen,√ts’qw’a,s=√ts’qw’a=shen,sliver (what has pierced the foot),
381,ts’usts’ustsin’,c̓əsc̓əscin̓,ç;sç;sci∫,√ts’se,√ts’se=utsun=PL=STA,"spider, spiderweb",
382,ts’sey’,c̓sey̓,çse¥,√ts’sey’,√ts’sey’,Douglas fir,
383,ts’tem,c̓tem,çtem,√ts’te,√ts’te=m,crawl,
384,ts’utum’,c̓ətəm̓,ç;t;µ,√ts’te,√ts’te=m=PROG,"crawling, dragging along (for ex cat)",
385,ts’utum’,c̓ətəm̓,ç;t;µ,√ts’te,√ts’te=m=PROG,"woodpecker, sapsucker",
386,sts’tishum’,sc̓tišəm̓,sçtiß;µ,√ts’tishum’,s=√ts’tishum’,rope (cedar rope)," See also xwi'lum, rope, string."
387,ts’twa’,c̓twaʔ,çtwa÷,√ts’twa’,√ts’twa’,"perhaps, might"," Usually follows 'i or ni', beginning a sentence."
388,ts’uhw,c̓əxʷ,ç;xø,√ts’hwa,√ts’hwa,"more, increase",
389,sts’uts’ihw,sc̓əc̓ixʷ,sç;çixø,√ts’hwa,s=√ts’hwa=STA,more: get more,
390,ts’hwat,c̓xʷat,çxøat,√ts’hwa,√ts’hwa=t,more: add more to it,
391,ts’ehwt,c̓exʷt,çexøt,√ts’hwa,√ts’hwa=t=PROG,more: adding more to it,
392,ts’hwalust,c̓xʷaləst,çxøal;st,√ts’hwa,√ts’hwa=alus=t,more: add more (stitches),
393,shts’uhwnuts,šc̓əxʷnəc,ßç;xøn;c,√ts’hwa,shhw=√ts’hwa=nets,interest (for ex on money),
394,shts’uhwnutstun,šc̓əxʷnəctən,ßç;xøn;ct;n,√ts’hwa,shhw=√ts’hwa=nets=ten,"cushion (a seat cushion in a car, raising the driver)",
395,ts’hwulhqut,c̓xʷəɫqət,çxø;®q;t,√ts’hwa,√ts’hwa=ulhqu,more: add (liquid),
396,ts’xemun,c̓x̌emən,ç≈em;n,√ts’xemun,√ts’xemun,chest,
397,ch,č,∆,√ch,√ch,you,A subject particle which follows the first word of the sentence or phrase.
398,chuchi’q’un’,čəčiʔq̓ən̓,∆;∆i÷œ;∫,√chuchi’q’un’,√chuchi’q’un’,mink,
399,chukunew’t-hw,čəkənew̓t-xʷ,∆;k;neΣt-xø,√chukun,√chukun=ew’t-hw,chicken coop,
400,chukuns,čəkəns,∆;k;ns,√chukuns,√chukuns,chicken,from English “chicken”.
401,chumux,čəməx̌,∆;m;≈,√chumux,√chumux,"pitch, chewing gum",See also kw'i'hw.
402,lhchumux,ɫčəməx̌,®∆;m;≈,√chumux,lh=√chumux,chew gum,
403,lhchum’ux,ɫčəm̓əx̌,®∆;µ;≈,√chumux,lh=√chumux=PROG,"chewing gum (verb, to be chewing gum)",
404,shchuymuna’lh,ščəymənal̓h,ß∆;ym;na¬h,√chuymun,s=√chuymun=a’lh,Chinese (attributive),
405,chuymunulwut,čəymənəlwət,∆;ym;n;lw;t,√chuymun,√chuymun=ulwut,"jeans, denim",
406,chikmun,čikmən,∆ikm;n,√chik,√chik=mun,metal; knitting needles; wire,Probably from chinook.
407,chq’un,čq̓ən,∆œ;n,√chq’un,√chq’un,file (noun),
408,ch’ukwx,č̓əkʷx̌,∂;kø≈,√ch’ukwx,√ch’ukwx,fry,Agent subject.
409,ch’ekwx,č̓ekʷx̌,∂ekø≈,√ch’ukwx,√ch’ukwx=PROG,frying,
410,shch’ekwx,šč̓ekʷx̌,ß∂ekø≈,√ch’ukwx,s=√ch’ukwx=STA,fried,
411,ch’ukwxt,č̓əkʷx̌t,∂;kø≈t,√ch’ukwx,√ch’ukwx=t,fry it,
412,ch’ekwxt,č̓ekʷx̌t,∂ekø≈t,√ch’ukwx,√ch’ukwx=t=PROG,frying it,
413,ch’i’ch’ekwxt,č̓iʔč̓ekʷx̌t,∂i÷∂ekø≈t,√ch’ukwx,√ch’ukwx=t=DIM=PROG,frying it ,
414,ch’ukwxels,č̓əkʷx̌els,∂;kø≈els,√ch’ukwx,√ch’ukwx=els,fry (something),
415,ch’ekwuxum,č̓ekʷəx̌əm,∂ekø;≈;m,√ch’ukwx,√ch’ukwx=m,"sizzling, spattering sound (for ex grease in a hot pan)",
416,ch’ukwxe’um,č̓əkʷx̌eʔəm,∂;kø≈e÷;m,√ch’ukwx,√ch’ukwx=m,fry (something),
417,ch’ekwxul’s,č̓ekʷx̌əl̓s,∂ekø≈;¬s,√ch’ukwx,√ch’ukwx=els=PROG,frying (something),
418,ch’ekwxum’,č̓ekʷx̌əm̓,∂ekø≈;µ,√ch’ukwx,√ch’ukwx=m=PROG,"sizzling, spattering sound (for ex grease in a hot pan)",
419,shch’ekwxul’s,šč̓ekʷx̌əl̓s,ß∂ekø≈;¬s,√ch’ukwx,shhw=√ch’ukwx=els=PROG,frying pan,
